1208,Collared mongoose,Herpestes semitorquatus,
1209,Akodon spegazzinii,Akodon spegazzinii,
1210,Somalian slender mongoose,Galerella ochracea,
1211,Pousargues's mongoose,Dologale dybowskii,
1212,Drymoreomys,Drymoreomys albimaculatus,
1213,Alexander's kusimanse,Crossarchus alexandri,
1214,Ethiopian highland hare,Lepus starcki,
1215,Black bearded saki,Chiropotes satanas,
1216,Ogilby's duiker,Cephalophus ogilbyi,
1217,Bicolored-spined porcupine,Coendou bicolor,
1218,Johnston's genet,Genetta johnstoni,
1219,East African springhare,Pedetes surdaster,
1220,Ground cuscus,Phalanger gymnotis,
1221,Three-striped night monkey,Aotus trivirgatus,
1222,Perrin's beaked whale,Mesoplodon perrini,
1223,Biak glider,Petaurus biacensis,
1224,San Joaquin Antelope Squirrel,Ammospermophilus nelsoni,8 mos-4 yrs
1225,Black-shouldered opossum,Caluromysiops irrupta,
1226,Madras treeshrew,Anathana ellioti,
1227,Angolan kusimanse,Crossarchus ansorgei,
1228,Wimmer's shrew,Crocidura wimmeri,
1229,Olive colobus,Procolobus verus,
1230,Cave nectar bat,Eonycteris spelaea,
1231,Sun-tailed monkey,Allochrocebus solatus,
1232,Euryoryzomys emmonsae,Euryoryzomys emmonsae,
1233,Sonoma Chipmunk,Neotamias sonomae,3-5 yrs
1234,Pagai Island macaque,Macaca pagensis,
1235,Mindomys,Mindomys hammondi,
1236,Oryzomys gorgasi,Oryzomys gorgasi,
1237,Red-handed howler,Alouatta belzebul,
1238,Little red brocket,Mazama rufina,
1239,Long-Tongued Nectar Bat,Macroglossus minimus,
1240,Hairy-eared dwarf lemur,Allocebus trichotis,
1241,Pond bat,Myotis dasycneme,
1242,Lesser Egyptian gerbil,Gerbillus gerbillus,
1243,Plains viscacha rat,Tympanoctomys barrerae,
1244,Thomas's langur,Presbytis thomasi,
1245,Sumatran surili,Presbytis melalophos,
1246,Rufous elephant shrew,Elephantulus rufescens,
1247,Afghan pika,Ochotona rufescens,
1248,Roosmalens' dwarf marmoset,Mico humilis,
1249,Japanese shrew mole,Urotrichus talpoides,
1250,Geoffroy's bat,Myotis emarginatus,
1251,Crested mona monkey,Cercopithecus pogonias,
1252,Red-bellied titi,Plecturocebus moloch,
1253,Red Lemur,Eulemur rufus,20-25 yrs
1254,Andrews' beaked whale,Mesoplodon bowdoini,
1255,White-bellied duiker,Cephalophus leucogaster,
1256,Long-eared chipmunk,Neotamias quadrimaculatus,
1257,Macroscelides proboscideus,Macroscelides proboscideus,
1258,Small flying fox,Pteropus hypomelanus,
1259,Heck's macaque,Macaca hecki,
1260,Elegant fat-tailed mouse opossum,Thylamys elegans,
1261,Rondo dwarf galago,Paragalago rondoensis,
1262,Small red brocket,Mazama bororo,
1263,Seminole bat,Lasiurus seminolus,
1264,Hector's beaked whale,Mesoplodon hectori,
1265,Oryzomys dimidiatus,Oryzomys dimidiatus,
1266,Northern yellow bat,Lasiurus intermedius,
1267,Brown's pademelon,Thylogale browni,
1268,Preuss's monkey,Allochrocebus preussi,
1269,Heart-nosed bat,Cardioderma cor,
1270,Turkestan red pika,Ochotona rutila,
1271,Brown Mouse Lemur,Microcebus rufus,6-15 yrs
1272,Bhutan giant flying squirrel,Petaurista nobilis,
1273,Coast mole,Scapanus orarius,
1274,Wrinkle-faced bat,Centurio senex,
1275,Long-tailed shrew,Sorex dispar,
1276,Black-mantled tamarin,Leontocebus nigricollis,
1277,Palawan fruit bat,Acerodon leucotis,
1278,Pacific jumping mouse,Zapus trinotatus,
1279,Ethiopian hare,Lepus fagani,
1280,Booted macaque,Macaca ochreata,
1281,Bare-eared squirrel monkey,Saimiri ustus,
1282,White-Fronted Capuchin,Cebus albifrons,15-40 yrs
1283,Siberut macaque,Macaca siberu,
1284,Dian's tarsier,Tarsius dentatus,
1285,Long-eared myotis,Myotis evotis,
1286,Eremoryzomys,Eremoryzomys polius,
1287,Flat-headed kusimanse,Crossarchus platycephalus,
1288,Egyptian tomb bat,Taphozous perforatus,
1289,Fringe-lipped bat,Trachops cirrhosus,
1290,Guianan white-eared opossum,Didelphis imperfecta,
1291,Crawford's gray shrew,Notiosorex crawfordi,
1292,Yarkand hare,Lepus yarkandensis,
1293,Pennant's colobus,Procolobus pennantii,
1294,Sulawesi dwarf cuscus,Strigocuscus celebensis,
1295,Southeastern myotis,Myotis austroriparius,
1296,Smith's bush squirrel,Paraxerus cepapi,
1297,Dwarf brocket,Mazama chunyi,
1298,Highland streaked tenrec,Hemicentetes nigriceps,
1299,Nimba otter shrew,Micropotamogale lamottei,
1300,Algerian mouse,Mus spretus,
1301,Hubbs' beaked whale,Mesoplodon carlhubbsi,
1302,Blind mole,Talpa caeca,
1303,Mediterranean water shrew,Neomys anomalus,
1304,White-striped dorcopsis,Dorcopsis hageni,
1305,Southern giant slender-tailed cloud rat,Phloeomys cumingi,
1306,Ethiopian epauletted fruit bat,Epomophorus labiatus,
1307,Yellow-winged bat,Lavia frons,
1308,Manchurian hare,Lepus mandshuricus,
1309,Prince Demidoff's bushbaby,Galagoides demidovii,
1310,Sunda porcupine,Hystrix javanica,
1311,Long-fingered bat,Myotis capaccinii,
1312,Rock vole,Microtus chrotorrhinus,
1313,Vagrant shrew,Sorex vagrans,
1314,Hodgson's giant flying squirrel,Petaurista magnificus,
1315,Water vole,Microtus richardsoni,
1316,Javan surili,Presbytis comata,
1317,Merriam's Chipmunk,Neotamias merriami,5 yrs
1318,Himalayan field rat,Rattus nitidus,
1319,Velvety free-tailed bat,Molossus molossus,
1320,Geoffroy's rousette,Rousettus amplexicaudatus,
1321,Sclater's guenon,Cercopithecus sclateri,
1322,Northern voalavo,Voalavo gymnocaudus,
1323,Northern birch mouse,Sicista betulina,
1324,Greater guinea pig,Cavia magna,
1325,Tana River mangabey,Cercocebus galeritus,
1326,Leschenault's rousette,Rousettus leschenaultii,
1327,Spotted-winged fruit bat,Balionycteris maculata,
1328,Sulawesi flying fox,Acerodon celebensis,
1329,Helan Shan pika,Ochotona argentata,
1330,Black-tailed marmoset,Mico melanurus,
1331,Burmese hare,Lepus peguensis,
1332,Gray-headed lemur,Eulemur cinereiceps,
1333,Agile mangabey,Cercocebus agilis,
1334,Birdlike noctule,Nyctalus aviator,
1335,Pallas's long-tongued bat,Glossophaga soricina,
1336,Southwestern water vole,Arvicola sapidus,
1337,Black-tailed tree rat,Thallomys nigricauda,
1338,Madagascan fruit bat,Eidolon dupreanum,
1339,Weyns's duiker,Cephalophus weynsi,
1340,Deppe's squirrel,Sciurus deppei,
1341,Hatinh langur,Trachypithecus hatinhensis,
1342,New Holland Mouse,Pseudomys novaehollandiae,1.5-2 yrs
1343,Pygmy beaked whale,Mesoplodon peruvianus,
1344,Pallas's pika,Ochotona pallasi,
1345,Anderson's four-eyed opossum,Philander andersoni,
1346,Golden-Bellied Mangabey,Cercocebus chrysogaster,20-35 yrs
1347,Muennink's spiny rat,Tokudaia muenninki,
1348,Omilteme cottontail,Sylvilagus insonus,
1349,Banana bat,Musonycteris harrisoni,
1350,Long-legged myotis,Myotis volans,
1351,Yunnan hare,Lepus comus,
1352,Long-tailed pygmy possum,Cercartetus caudatus,
1353,Zanzibar bushbaby,Paragalago zanzibaricus,
1354,Gorontalo macaque,Macaca nigrescens,
1355,Talaud bear cuscus,Ailurops melanotis,
1356,Four-toed elephant shrew,Petrodromus tetradactylus,
1357,Duthie's golden mole,Chlorotalpa duthieae,
1358,Large-eared tenrec,Geogale aurita,
1359,Peters's duiker,Cephalophus callipygus,
1360,Seri's tree-kangaroo,Dendrolagus stellarum,
1361,Lagidium ahuacaense,Lagidium ahuacaense,
1362,Plains Rat,Pseudomys australis,1-4.5 yrs
1363,Feather-tailed possum,Distoechurus pennatus,
1364,Sanford's brown lemur,Eulemur sanfordi,
1365,Sangihe tarsier,Tarsius sangirensis,
1366,Chacoan naked-tailed armadillo,Cabassous chacoensis,
1367,Yellow-cheeked chipmunk,Neotamias ochrogenys,
1368,Bicolored shrew,Crocidura leucodon,
1369,Sarawak surili,Presbytis chrysomelas,
1370,Small Japanese mole,Mogera imaizumii,
1371,Gold-and-white marmoset,Mico chrysoleucos,
1372,Southern needle-clawed bushbaby,Euoticus elegantulus,
1373,Robinson's mouse opossum,Marmosa robinsoni,
1374,Tres Marias rabbit,Sylvilagus graysoni,
1375,Colombian woolly monkey,Lagothrix lugens,
1376,Dice's cottontail,Sylvilagus dicei,
1377,Greater Dwarf Lemur,Cheirogaleus major,20 yrs
1378,Western woolly lemur,Avahi occidentalis,
1379,Bolivian red howler,Alouatta sara,
1380,White-winged flying fox,Desmalopex leucopterus,
1381,Southern common cuscus,Phalanger mimicus,
1382,Lesser mouse-eared bat,Myotis blythii,
1383,Harenna shrew,Crocidura harenna,
1384,Grey red-backed vole,Myodes rufocanus,
1385,Salim Ali's fruit bat,Latidens salimalii,
1386,Four-toed jerboa,Allactaga tetradactyla,
1387,Cape elephant shrew,Elephantulus edwardii,
1388,Short-snouted elephant shrew,Elephantulus brachyrhynchus,
1389,Kalinowski's mouse opossum,Hyladelphys kalinowskii,
1390,Large-headed capuchin,Sapajus macrocephalus,
1391,Chinese red pika,Ochotona erythrotis,
1392,Proboscis bat,Rhynchonycteris naso,
1393,Thick-spined porcupine,Hystrix crassispinis,
1394,Aldabra flying fox,Pteropus aldabrensis,
1395,European pine vole,Microtus subterraneus,
1396,Von der Decken's sifaka,Propithecus deckenii,
1397,White-footed tamarin,Saguinus leucopus,
1398,Ilin Island cloudrunner,Crateromys paulus,
1399,White marmoset,Mico leucippe,
1400,Golden angwantibo,Arctocebus aureus,
1401,Guramba shrew,Crocidura phaeura,
1402,Ring-tailed ground squirrel,Notocitellus annulatus,
1403,Western small-footed bat,Myotis ciliolabrum,
1404,Mountain treeshrew,Tupaia montana,
1405,Grayish mouse opossum,Tlacuatzin canescens,
1406,Sagebrush vole,Lemmiscus curtatus,
1407,Andean porcupine,Coendou quichua,
1408,Short-tailed gymnure,Hylomys suillus,
1409,Cascade golden-mantled ground squirrel,Callospermophilus saturatus,
1410,Bastard big-footed mouse,Macrotarsomys bastardi,
1411,Large treeshrew,Tupaia tana,
1412,Northern giant mouse lemur,Mirza zaza,
1413,Checkered elephant shrew,Rhynchocyon cirnei,
1414,Great Basin pocket mouse,Perognathus parvus,
1415,Borneo fruit bat,Aethalops aequalis,
1416,Indochinese lutung,Trachypithecus germaini,
1417,Echigo mole,Mogera etigo,
1418,Monk Saki,Pithecia monachus,14-24 yrs
1419,Spix's night monkey,Aotus vociferans,
1420,Townsend's vole,Microtus townsendii,
1421,Fringed myotis,Myotis thysanodes,
1422,Cameroon clawless otter,Aonyx congicus,
1423,Silvery woolly monkey,Lagothrix poeppigii,
1424,Gray dorcopsis,Dorcopsis luctuosa,
1425,Rio Acari marmoset,Mico acariensis,
1426,Panay cloudrunner,Crateromys heaneyi,
1427,Forrest's pika,Ochotona forresti,
1428,Lariang tarsier,Tarsius lariang,
1429,Japanese mountain mole,Euroscaptor mizura,
1430,Dusky bushbaby,Galago matschiei,
1431,Nicobar treeshrew,Tupaia nicobarica,
1432,Large-eared free-tailed bat,Otomops martiensseni,
1433,Big free-tailed bat,Nyctinomops macrotis,
1434,Lucifer titi,Cheracebus lucifer,
1435,Pygmy short-tailed opossum,Monodelphis kunsi,
1436,Golden bat,Mimon bennettii,
1437,Parnell's mustached bat,Pteronotus parnellii,
1438,Large Mindoro forest mouse,Apomys gracilirostris,
1439,Spotted giant flying squirrel,Petaurista elegans,
1440,Bale shrew,Crocidura bottegoides,
1441,Atlantic titi,Callicebus personatus,
1442,Hoffmann's pika,Ochotona hoffmanni,
1443,Idaho Ground Squirrel,Urocitellus brunneus,5 yrs
1444,Red-backed bearded saki,Chiropotes chiropotes,
1445,Ugandan musk shrew,Crocidura mutesae,
1446,Natuna Island surili,Presbytis natunae,
1447,Azumi shrew,Sorex hosonoi,
1448,Collins' squirrel monkey,Saimiri collinsi,
1449,Peruvian night monkey,Aotus miconax,
1450,Mentawai langur,Presbytis potenziani,
1451,Santa Catarina's guinea pig,Cavia intermedia,
1452,Philippine tube-nosed fruit bat,Nyctimene rabori,
1453,Reddish-gray mouse lemur,Microcebus griseorufus,
1454,Preuss's red colobus,Procolobus preussi,
1455,Greater sac-winged bat,Saccopteryx bilineata,
1456,Swamp musk shrew,Crocidura mariquensis,
1457,Brown titi,Plecturocebus brunneus,
1458,Andean squirrel,Sciurus pucheranii,
1459,Santarem marmoset,Mico humeralifer,
1460,Mountain cuscus,Phalanger carmelitae,
1461,Cave myotis,Myotis velifer,
1462,Alpine shrew,Sorex alpinus,
1463,Senkaku mole,Mogera uchidai,
1464,Somali bushbaby,Galago gallarum,
1465,Eastern rock elephant shrew,Elephantulus myurus,
1466,Ursine howler,Alouatta arctoidea,
1467,Indochinese hog deer,Hyelaphus annamiticus,
1468,Pinyon Mouse,Peromyscus truei,
1469,Bailey's shrew,Crocidura baileyi,
1470,Venezuelan lowland rabbit,Sylvilagus varynaensis,
1471,White-thighed surili,Presbytis siamensis,
1472,Lesser mouse-tailed bat,Rhinopoma hardwickii,
1473,Caquetá titi,Plecturocebus caquetensis,
1474,Pygmy fruit bat,Aethalops alecto,
1475,Canary big-eared bat,Plecotus teneriffae',
1476,Black dwarf porcupine,Coendou nycthemera,
1477,Brown dorcopsis,Dorcopsis muelleri,
1478,Gray-handed night monkey,Aotus griseimembra,
1479,MacMillan's shrew,Crocidura macmillani,
1480,Madagascar sucker-footed bat,Myzopoda aurita,
1481,Oligoryzomys longicaudatus,Oligoryzomys longicaudatus,
1482,Yucatan squirrel,Sciurus yucatanensis,
1483,Kilimanjaro shrew,Crocidura monax,
1484,Creeping vole,Microtus oregoni,
1485,Agile gracile opossum,Gracilinanus agilis,
1486,Bioko Allen's bushbaby,Sciurocheirus alleni,
1487,Waigeou cuscus,Spilocuscus papuensis,
1488,Western heather vole,Phenacomys intermedius,
1489,Udzungwa red colobus,Procolobus gordonorum,
1490,Little collared fruit bat,Myonycteris torquata,
1491,Montane shrew,Sorex monticolus,
1492,Nicobar shrew,Crocidura nicobarica,
1493,Guayaquil squirrel,Sciurus stramineus,
1494,Black-headed marmoset,Mico nigriceps,
1495,Canarian shrew,Crocidura canariensis,
1496,Black-headed night monkey,Aotus nigriceps,
1497,Kolar leaf-nosed bat,Hipposideros hypophyllus,
1498,Mole-like rice tenrec,Oryzorictes hova,
1499,Black-bearded tomb bat,Taphozous melanopogon,
1500,Southern lesser bamboo lemur,Hapalemur meridionalis,
1501,Golden-backed uakari,Cacajao melanocephalus,
1502,Sumatran porcupine,Hystrix sumatrae,
1503,Chinese giant flying squirrel,Petaurista xanthotis,
1504,Peleng tarsier,Tarsius pelengensis,
1505,Furry-eared dwarf lemur,Cheirogaleus crossleyi,
1506,Bushveld elephant shrew,Elephantulus intufi,
1507,Collared titi,Cheracebus torquatus,
1508,Emilia's marmoset,Mico emiliae,
1509,Neblina uakari,Cacajao hosomi,
1510,Giant bushy-tailed cloud rat,Crateromys schadenbergi,
1511,Southeastern four-eyed opossum,Philander frenatus,
1512,Hildegarde's broad-headed mouse,Zelotomys hildegardeae,
1513,Julia Creek Dunnart,Sminthopsis douglasi,2-3 yrs
1514,Hewitt's red rock hare,Pronolagus saundersiae,
1515,Silky cuscus,Phalanger sericeus,
1516,Western lesser bamboo lemur,Hapalemur occidentalis,
1517,Patrizi's trident leaf-nosed bat,Asellia patrizii,
1518,Black-rumped agouti,Dasyprocta prymnolopha,
1519,Peters's dwarf epauletted fruit bat,Micropteropus pusillus,
1520,Southern yellow bat,Lasiurus ega,
1521,Fiery squirrel,Sciurus flammifer,
1522,Gerp's mouse lemur,Microcebus gerpi,
1523,Barbara Brown's titi,Callicebus barbarabrownae,
1524,Glass's shrew,Crocidura glassi,
1525,Streaked dwarf porcupine,Coendou ichillus,
1526,Lucina's shrew,Crocidura lucina,
1527,Himalayan mole,Euroscaptor micrura,
1528,Buffy flower bat,Erophylla sezekorni,
1529,Gebe cuscus,Phalanger alexandrae,
1530,Spanish mole,Talpa occidentalis,
1531,Sibree's dwarf lemur,Cheirogaleus sibreei,
1532,Greater mouse-tailed bat,Rhinopoma microphyllum,
1533,Singing vole,Microtus miurus,
1534,Trowbridge's shrew,Sorex trowbridgii,
1535,Cretan shrew,Crocidura zimmermanni,
1536,Long-fingered triok,Dactylopsila palpator,
1537,Superagüi lion tamarin,Leontopithecus caissara,
1538,Amazon dwarf squirrel,Microsciurus flaviventer,
1539,Hildegarde's shrew,Crocidura hildegardeae,
1540,Horsfield's treeshrew,Tupaia javanica,
1541,Amazonian red-sided opossum,Monodelphis glirina,
1542,Long-eared flying mouse,Idiurus macrotis,
1543,Blue-eyed cuscus,Phalanger matabiru,
1544,Dsinezumi shrew,Crocidura dsinezumi,
1545,Andaman spiny shrew,Crocidura hispida,
1546,Silky pocket mouse,Perognathus flavus,
1547,Little golden-mantled flying fox,Pteropus pumilus,
1548,Small dorcopsis,Dorcopsulus vanheurni,
1549,Mottle-faced tamarin,Saguinus inustus,
1550,Gansu pika,Ochotona cansus,
1551,Shortridge's langur,Trachypithecus shortridgei,
1552,Bolivian squirrel,Sciurus ignitus,
1553,Azaras's capuchin,Sapajus cay,
1554,Endo's pipistrelle,Pipistrellus endoi,
1555,Lesser cane rat,Thryonomys gregorianus,
1556,Sahamalaza sportive lemur,Lepilemur sahamalazensis,
1557,Aracá uakari,Cacajao ayresi,
1558,Northern needle-clawed bushbaby,Euoticus pallidus,
1559,Eurasian least shrew,Sorex minutissimus,
1560,Thomas's bushbaby,Galagoides thomasi,
1561,Amazon black howler,Alouatta nigerrima,
1562,Golden-brown mouse lemur,Microcebus ravelobensis,
1563,Grant's bushbaby,Paragalago granti,
1564,Spix's disk-winged bat,Thyroptera tricolor,
1565,White-mantled tamarin,Leontocebus weddelli melanoleucus,
1566,Southern long-nosed bat,Leptonycteris curasoae,
1567,Seram bandicoot,Rhynchomeles prattorum,
1568,Morris's bat,Myotis morrisi,
1569,Macroscelides micus,Macroscelides micus,
1570,Lesser bulldog bat,Noctilio albiventris,
1571,Japanese water shrew,Chimarrogale platycephalus,
1572,Short-tailed shrew tenrec,Microgale brevicaudata,
1573,Fraternal myotis,Myotis frater,
1574,Masoala fork-marked lemur,Phaner furcifer,
1575,Rondon's marmoset,Mico rondoni,
1576,Tundra shrew,Sorex tundrensis,
1577,Pacific shrew,Sorex pacificus,1.5 years
1578,Rio Mayo titi,Plecturocebus oenanthe,
1579,Antillean fruit-eating bat,Brachyphylla cavernarum,
1580,Anderson's shrew mole,Uropsilus andersoni,
1581,True's shrew mole,Dymecodon pilirostris,
1582,Great fruit-eating bat,Artibeus lituratus,
1583,White-tailed mole,Parascaptor leucura,
1584,Mehely's horseshoe bat,Rhinolophus mehelyi,
1585,Red-tailed sportive lemur,Lepilemur ruficaudatus,
1586,White-nosed saki,Chiropotes albinasus,
1587,Nubra pika,Ochotona nubrica,
1588,Slender squirrel,Sundasciurus tenuis,
1589,Gray-bellied caenolestid,Caenolestes caniventer,
1590,Taiga vole,Microtus xanthognathus,1.5 years
1591,Hildegarde's tomb bat,Taphozous hildegardeae,
1592,Hainan gymnure,Neohylomys hainanensis,
1593,Southeastern shrew,Sorex longirostris,
1594,Turuchan pika,Ochotona turuchanensis,
1595,White-fronted surili,Presbytis frontata,
1596,Peters's epauletted fruit bat,Epomophorus crypturus,
1597,Cuban greater funnel-eared bat,Natalus primus,
1598,Juliana's golden mole,Neamblysomus julianae,
1599,Mindoro stripe-faced fruit bat,Styloctenium mindorensis,
1600,Laotian langur,Trachypithecus laotum,
1601,Long-tongued fruit bat,Macroglossus sobrinus,
1602,Koslov's pika,Ochotona koslowi,
1603,Uta Hick's bearded saki,Chiropotes utahicki,
1604,Roman mole,Talpa romana,
1605,Andean caenolestid,Caenolestes condorensis,
1606,Chinese shrew mole,Uropsilus soricipes,
1607,Banggai cuscus,Strigocuscus pelengensis,
1608,Lesser long-tailed shrew tenrec,Microgale longicaudata,
1609,Blasius's horseshoe bat,Rhinolophus blasii,
1610,Tropical ground squirrel,Notocitellus adocetus,
1611,Tenasserim lutung,Trachypithecus barbei,
1612,Indonesian short-nosed fruit bat,Cynopterus titthaecheilus,
1613,Great-tailed triok,Dactylopsila megalura,
1614,Pale spear-nosed bat,Phyllostomus discolor,
1615,Epixerus,Epixerus ebii,
1616,Gracile shrew mole,Uropsilus gracilis,
1617,Malabar spiny dormouse,Platacanthomys lasiurus,
1618,Inquisitive shrew mole,Uropsilus investigator,
1619,Mondolfi's four-eyed opossum,Philander mondolfii,
1620,Kobe mole,Mogera kobeae,
1621,Tsing-ling pika,Ochotona huangensis,
1622,Ornate cuscus,Phalanger ornatus,
1623,Pale fork-marked lemur,Phaner pallescens,
1624,Marca's marmoset,Mico marcai,
1625,Amber Mountain fork-marked lemur,Phaner electromontis,
1626,Underwood's long-tongued bat,Hylonycteris underwoodi,
1627,Gansu mole,Scapanulus oweni,
1628,Hodgson's bat,Myotis formosus,
1629,Weasel sportive lemur,Lepilemur mustelinus,
1630,Mindanao treeshrew,Tupaia everetti,
1631,Black-bearded flying fox,Pteropus melanopogon,
1632,Orange nectar bat,Lonchophylla robusta,
1633,Frosted myotis,Myotis pruinosus,
1634,Martins's tamarin,Saguinus martinsi,
1635,Collie's squirrel,Sciurus colliaei,
1636,Sunda flying fox,Acerodon mackloti,
1637,Jolly's mouse lemur,Microcebus jollyae,
1638,San José brush rabbit,Sylvilagus mansuetus,
1639,Ankarana Sportive Lemur,Lepilemur ankaranensis,
1640,Mindanao pygmy fruit bat,Alionycteris paucidentata,
1641,Javanese flying squirrel,Iomys horsfieldii,
1642,Negros shrew,Crocidura negrina,
1643,Spix's red-handed howler,Alouatta discolor,
1644,Western red-backed vole,Myodes californicus,
1645,Long-tailed forest shrew,Myosorex longicaudatus,
1646,Sepia short-tailed opossum,Monodelphis adusta,
1647,Brazilian gracile opossum,Gracilinanus microtarsus,
1648,Stuhlmann's golden mole,Chrysochloris stuhlmanni,
1649,Merriam's shrew,Sorex merriami,
1650,Northern three-striped opossum,Monodelphis americana,
1651,Kihaule's mouse shrew,Myosorex kihaulei,
1652,Peters's squirrel,Sciurus oculatus,
1653,Northwestern deer mouse,Peromyscus keeni,
1654,Arizona myotis,Myotis occultus,
1655,North African gerbil,Dipodillus campestris,
1656,Thollon's red colobus,Procolobus tholloni,
1657,Yellow-sided opossum,Monodelphis dimidiata,
1658,White-coated titi,Plecturocebus pallescens,
1659,Asian gray shrew,Crocidura attenuata,
1660,Gray-tailed vole,Microtus canicaudus,
1661,Zenker's fruit bat,Scotonycteris zenkeri,
1662,Horsfield's fruit bat,Cynopterus horsfieldii,2.5 years
1663,Great roundleaf bat,Hipposideros armiger,
1664,Long-tailed mole,Scaptonyx fusicaudus,
1665,Yellow-throated squirrel,Sciurus gilvigularis,
1666,McIlhenny's four-eyed opossum,Philander mcilhennyi,
1667,Luzon fruit bat,Otopteropus cartilagonodus,
1668,Western rock elephant shrew,Elephantulus rupestris,
1669,Velvety fruit-eating bat,Enchisthenes hartii,
1670,Ungava collared lemming,Dicrostonyx hudsonius,
1671,Uluguru bushbaby,Paragalago orinus,
1672,Pygmy treeshrew,Tupaia minor,
1673,Thomas's pika,Ochotona thomasi,
1674,Heavy-browed mouse opossum,Marmosa andersoni,
1675,Common tube-nosed fruit bat,Nyctimene albiventer,
1676,Brumback's night monkey,Aotus brumbacki,
1677,Maués marmoset,Mico mauesi,
1678,Insular vole,Microtus abbreviatus,
1679,Brazilian slender opossum,Marmosops paulensis,
1680,Claire's mouse lemur,Microcebus mamiratra,
1681,Peyrieras's woolly lemur,Avahi peyrierasi,
1682,Pocketed free-tailed bat,Nyctinomops femorosaccus,
1683,Little yellow-shouldered bat,Sturnira lilium,
1684,Somali golden mole,Calcochloris tytonis,
1685,Iberian shrew,Sorex granarius,
1686,Northern red-sided opossum,Monodelphis brevicaudata,
1687,Madagascan rousette,Rousettus madagascariensis,
1688,Van Zyl's golden mole,Cryptochloris zyli,
1689,Arfak pygmy bandicoot,Microperoryctes aplini,
1690,Val's gundi,Ctenodactylus vali,
1691,Père David's rock squirrel,Sciurotamias davidianus,
1692,Maranhão red-handed howler,Alouatta ululata,
1693,Caucasian mole,Talpa caucasica,
1694,Junín red squirrel,Sciurus pyrrhinus,
1695,Little woolly mouse opossum,Marmosa phaea,
1696,Osman Hill's mangabey,Lophocebus osmani,
1697,White-footed sportive lemur,Lepilemur leucopus,
1698,Alta Floresta titi,Plecturocebus grovesi,
1699,Nelson's collared lemming,Dicrostonyx nelsoni,
1700,Buff-bellied fat-tailed mouse opossum,Thylamys venustus,
1701,White-tailed titi,Plecturocebus discolor,
1702,Jenkins's shrew,Crocidura jenkinsi,
1703,Woolly mouse opossum,Marmosa demerarae,
1704,Dwarf shrew,Sorex nanus,
1705,Marsupial Mole,Genus Notoryctes,1.5 yrs
1706,Talaud flying fox,Acerodon humilis,
1707,Holochilus brasiliensis,Holochilus brasiliensis,
1708,Ornate titi,Plecturocebus ornatus,
1709,Incan caenolestid,Lestoros inca,
1710,Keen's myotis,Myotis keenii,
1711,Northern smooth-tailed treeshrew,Dendrogale murina,
1712,Stein's cuscus,Phalanger vestitus,
1713,White-footed saki,Pithecia albicans,
1714,Himalayan water shrew,Chimarrogale himalayica,
1715,Yellow golden mole,Calcochloris obtusirostris,
1716,Northern rufous mouse lemur,Microcebus tavaratra,
1717,Père David's mole,Talpa davidiana,
1718,Altai mole,Talpa altaica,
1719,Central American dwarf squirrel,Microsciurus alfari,
1720,Luzon montane forest mouse,Apomys datae,
1721,Balkan mole,Talpa stankovici,
1722,Deltaic four-eyed opossum,Philander deltae,
1723,Balkan snow vole,Dinaromys bogdanovi,
1724,Lord Derby's scaly-tailed squirrel,Anomalurus derbianus,
1725,Prince Bernhard's titi,Plecturocebus bernhardi,
1726,Dwarf little fruit bat,Rhinophylla pumilio,
1727,Selous's mongoose,Paracynictis selousi,
1728,Negev shrew,Crocidura ramona,
1729,Juruá red howler,Alouatta juara,
1730,Pribilof Island shrew,Sorex pribilofensis,
1731,Satéré marmoset,Mico saterei,
1732,Tokunoshima spiny rat,Tokudaia tokunoshimensis,
1733,Black mastiff bat,Molossus rufus,
1734,Apennine shrew,Sorex samniticus,
1735,Sado mole,Mogera tokudae,
1736,Roach's mouse-tailed dormouse,Myomimus roachi,
1737,Rothschild's cuscus,Phalanger rothschildi,
1738,Arnhold's mouse lemur,Microcebus arnholdi,
1739,Ussuri tube-nosed bat,Murina ussuriensis,
1740,Nelson's small-eared shrew,Cryptotis nelsoni,
1741,Red-cheeked dunnart,Sminthopsis virginiae,
1742,Hernández-Camacho's night monkey,Aotus jorgehernandezi,
1743,White-tailed antsangy,Brachytarsomys albicauda,
1744,Little white-shouldered bat,Ametrida centurio,
1745,Alston's mouse opossum,Marmosa alstoni,
1746,Three-striped dasyure,Myoictis melas,
1747,Gabon bushbaby,Sciurocheirus gabonensis,
1748,Minute fruit bat,Cynopterus minutus,
1749,Dwarf dog-faced bat,Molossops temminckii,
1750,Pygmy scaly-tailed flying squirrel,Idiurus zenkeri,
1751,Borneo black-banded squirrel,Callosciurus orestes,
1752,Bornean smooth-tailed treeshrew,Dendrogale melanura,
1753,Black-fronted titi,Callicebus nigrifrons,
1754,Four-toed rice tenrec,Oryzorictes tetradactylus,
1755,Dusky-footed elephant shrew,Elephantulus fuscipes,
1756,Karoo rock elephant shrew,Elephantulus pilicaudus,
1757,Sambirano mouse lemur,Microcebus sambiranensis,
1758,Milne-Edwards' sportive lemur,Lepilemur edwardsi,
1759,Dusky elephant shrew,Elephantulus fuscus,
1760,Visagie's golden mole,Chrysochloris visagiei,
1761,Handley's slender opossum,Marmosops handleyi,
